1	0.91	0.849	0.834	0.88	1	1.205	1.504	1.904	2.41	3.025	3.95	4.985	6.13	7.385	8.75	10.225	11.81	13.505	15.31	17.225	19.25	21.385	23.63	25.985	28.45	31.025	33.71	36.505	39.41	42.425	45.55	48.785	52.13	55.585	59.15	62.825	66.61	70.505	74.51	78.625	82.85	87.185	91.63	96.185	100.85	105.625	110.51	115.505	120.61	125.825	131.15	136.585	142.13	147.785	153.55	159.425	165.41	171.505	177.71	184.025	190.45	196.985	203.63	210.385	217.25	224.225	231.31	238.505	245.81	253.225	260.75	268.385	276.13	283.985	291.95	300.025	308.21	316.505	324.91	333.425	342.05	350.785	359.63	368.585	377.65	386.825	396.11	405.505	415.01	424.625	434.35	444.185	454.13	464.185	474.35	484.625	495.01	505.505	516.11
1.1	1.011	0.954	0.948	1.01	1.155	1.396	1.744	2.208	2.795	3.51	4.356	5.534	6.844	8.286	9.86	11.566	13.404	15.374	17.476	19.71	22.076	24.574	27.204	29.966	32.86	35.886	39.044	42.334	45.756	49.31	52.996	56.814	60.764	64.846	69.06	73.406	77.884	82.494	87.236	92.11	97.116	102.254	107.524	112.926	118.46	124.126	129.924	135.854	141.916	148.11	154.436	160.894	167.484	174.206	181.06	188.046	195.164	202.414	209.796	217.31	224.956	232.734	240.644	248.686	256.86	265.166	273.604	282.174	290.876	299.71	308.676	317.774	327.004	336.366	345.86	355.486	365.244	375.134	385.156	395.31	405.596	416.014	426.564	437.246	448.06	459.006	470.084	481.294	492.636	504.11	515.716	527.454	539.324	551.326	563.46	575.726	588.124	600.654	613.316
1.2	1.112	1.059	1.062	1.14	1.31	1.587	1.984	2.512	3.18	3.995	4.962	6.084	7.562	9.196	10.986	12.932	15.034	17.292	19.706	22.276	25.002	27.884	30.922	34.116	37.466	40.972	44.634	48.452	52.426	56.556	60.842	65.284	69.882	74.636	79.546	84.612	89.834	95.212	100.746	106.436	112.282	118.284	124.442	130.756	137.226	143.852	150.634	157.572	164.666	171.916	179.322	186.884	194.602	202.476	210.506	218.692	227.034	235.532	244.186	252.996	261.962	271.084	280.362	289.796	299.386	309.132	319.034	329.092	339.306	349.676	360.202	370.884	381.722	392.716	403.866	415.172	426.634	438.252	450.026	461.956	474.042	486.284	498.682	511.236	523.946	536.812	549.834	563.012	576.346	589.836	603.482	617.284	631.242	645.356	659.626	674.052	688.634	703.372	718.266
1.3	1.213	1.164	1.176	1.27	1.465	1.778	2.224	2.816	3.565	4.48	5.568	6.834	8.281	10.11	12.121	14.314	16.689	19.246	21.985	24.906	28.009	31.294	34.761	38.41	42.241	46.254	50.449	54.826	59.385	64.126	69.049	74.154	79.441	84.91	90.561	96.394	102.409	108.606	114.985	121.546	128.289	135.214	142.321	149.61	157.081	164.734	172.569	180.586	188.785	197.166	205.729	214.474	223.401	232.51	241.801	251.274	260.929	270.766	280.785	290.986	301.369	311.934	322.681	333.61	344.721	356.014	367.489	379.146	390.985	403.006	415.209	427.594	440.161	452.91	465.841	478.954	492.249	505.726	519.385	533.226	547.249	561.454	575.841	590.41	605.161	620.094	635.209	650.506	665.985	681.646	697.489	713.514	729.721	746.11	762.681	779.434	796.369	813.486	830.785
1.4	1.314	1.269	1.29	1.4	1.62	1.969	2.464	3.12	3.95	4.965	6.174	7.584	9.2	11.025	13.26	15.705	18.36	21.225	24.3	27.585	31.08	34.785	38.7	42.825	47.16	51.705	56.46	61.425	66.6	71.985	77.58	83.385	89.4	95.625	102.06	108.705	115.56	122.625	129.9	137.385	145.08	152.985	161.1	169.425	177.96	186.705	195.66	204.825	214.2	223.785	233.58	243.585	253.8	264.225	274.86	285.705	296.76	308.025	319.5	331.185	343.08	355.185	367.5	380.025	392.76	405.705	418.86	432.225	445.8	459.585	473.58	487.785	502.2	516.825	531.66	546.705	561.96	577.425	593.1	608.985	625.08	641.385	657.9	674.625	691.56	708.705	726.06	743.625	761.4	779.385	797.58	815.985	834.6	853.425	872.46	891.705	911.16	930.825	950.7
1.5	1.415	1.374	1.404	1.53	1.775	2.16	2.704	3.424	4.335	5.45	6.78	8.334	10.119	12.14	14.4	17.1	20.04	23.22	26.64	30.3	34.2	38.34	42.72	47.34	52.2	57.3	62.64	68.22	74.04	80.1	86.4	92.94	99.72	106.74	114	121.5	129.24	137.22	145.44	153.9	162.6	171.54	180.72	190.14	199.8	209.7	219.84	230.22	240.84	251.7	262.8	274.14	285.72	297.54	309.6	321.9	334.44	347.22	360.24	373.5	387	400.74	414.72	428.94	443.4	458.1	473.04	488.22	503.64	519.3	535.2	551.34	567.72	584.34	601.2	618.3	635.64	653.22	671.04	689.1	707.4	725.94	744.72	763.74	783	802.5	822.24	842.22	862.44	882.9	903.6	924.54	945.72	967.14	988.8	1010.7	1032.84	1055.22	1077.84
1.6	1.516	1.479	1.518	1.66	1.93	2.351	2.944	3.728	4.72	5.935	7.386	9.084	11.038	13.255	15.74	18.496	21.724	25.224	28.996	33.04	37.356	41.944	46.804	51.936	57.34	63.016	68.964	75.184	81.676	88.44	95.476	102.784	110.364	118.216	126.34	134.736	143.404	152.344	161.556	171.04	180.796	190.824	201.124	211.696	222.54	233.656	245.044	256.704	268.636	280.84	293.316	306.064	319.084	332.376	345.94	359.776	373.884	388.264	402.916	417.84	433.036	448.504	464.244	480.256	496.54	513.096	529.924	547.024	564.396	582.04	599.956	618.144	636.604	655.336	674.34	693.616	713.164	732.984	753.076	773.44	794.076	814.984	836.164	857.616	879.34	901.336	923.604	946.144	968.956	992.04	1015.396	1039.024	1062.924	1087.096	1111.54	1136.256	1161.244	1186.504	1212.036
1.7	1.617	1.584	1.632	1.79	2.085	2.542	3.184	4.032	5.105	6.42	7.992	9.834	11.957	14.37	17.08	20.092	23.409	27.232	31.361	35.796	40.537	45.584	50.937	56.596	62.561	68.832	75.409	82.292	89.481	96.976	104.777	112.884	121.297	130.016	139.041	148.372	158.009	167.952	178.201	188.756	199.617	210.784	222.257	234.036	246.121	258.512	271.209	284.212	297.521	311.136	325.057	339.284	353.817	368.656	383.801	399.252	415.009	431.072	447.441	464.116	481.097	498.384	515.977	533.876	552.081	570.592	589.409	608.532	627.961	647.696	667.737	688.084	708.737	729.696	750.961	772.532	794.409	816.592	839.081	861.876	884.977	908.384	932.097	956.116	980.441	1005.072	1030.009	1055.252	1080.801	1106.656	1132.817	1159.284	1186.057	1213.136	1240.521	1268.212	1296.209	1324.512	1353.121
1.8	1.718	1.689	1.746	1.92	2.24	2.733	3.424	4.336	5.49	6.905	8.598	10.584	12.876	15.485	18.42	21.688	25.294	29.241	33.73	38.561	43.734	49.249	55.106	61.305	67.846	74.729	81.954	89.521	97.43	105.681	114.274	123.209	132.486	142.105	152.066	162.369	173.014	184.001	195.33	207.001	219.014	231.369	244.066	257.105	270.486	284.209	298.274	312.681	327.43	342.521	357.954	373.729	389.846	406.305	423.106	440.249	457.734	475.561	493.73	512.241	531.094	550.289	569.826	589.705	609.926	630.489	651.394	672.641	694.23	716.161	738.434	761.049	784.006	807.305	830.946	854.929	879.254	903.921	928.93	954.281	979.974	1006.009	1032.386	1059.105	1086.166	1113.569	1141.314	1169.401	1197.83	1226.601	1255.714	1285.169	1314.966	1345.105	1375.586	1406.409	1437.574	1469.081	1500.93
1.9	1.819	1.794	1.86	2.05	2.395	2.924	3.664	4.64	5.875	7.39	9.204	11.334	13.795	16.6	19.76	23.284	27.179	31.45	36.1	41.33	46.94	52.93	59.3	66.05	73.18	80.69	88.58	96.85	105.5	114.53	123.94	133.73	143.9	154.45	165.38	176.69	188.38	200.45	212.9	225.73	238.94	252.53	266.5	280.85	295.58	310.69	326.18	342.05	358.3	374.93	391.94	409.33	427.1	445.25	463.78	482.69	501.98	521.65	541.7	562.13	582.94	604.13	625.7	647.65	669.98	692.69	715.78	739.25	763.1	787.33	811.94	836.93	862.3	888.05	914.18	940.69	967.58	994.85	1022.5	1050.53	1078.94	1107.73	1136.9	1166.45	1196.38	1226.69	1257.38	1288.45	1319.9	1351.73	1383.94	1416.53	1449.5	1482.85	1516.58	1550.69	1585.18	1620.05	1655.3
2	1.92	1.899	1.974	2.18	2.55	3.115	3.904	4.944	6.26	7.875	9.81	12.084	14.714	17.715	21.1	24.88	29.064	33.659	38.67	44.1	50.15	56.62	63.51	70.82	78.55	86.7	95.27	104.26	113.67	123.5	133.75	144.42	155.51	167.02	178.95	191.3	204.07	217.26	230.87	244.9	259.35	274.22	289.51	305.22	321.35	337.9	354.87	372.26	390.07	408.3	426.95	446.02	465.51	485.42	505.75	526.5	547.67	569.26	591.27	613.7	636.55	659.82	683.51	707.62	732.15	757.1	782.47	808.26	834.47	861.1	888.15	915.62	943.51	971.82	1000.55	1029.7	1059.27	1089.26	1119.67	1150.5	1181.75	1213.42	1245.51	1278.02	1310.95	1344.3	1378.07	1412.26	1446.87	1481.9	1517.35	1553.22	1589.51	1626.22	1663.35	1700.9	1738.87	1777.26	1816.07
2.1	2.021	2.004	2.088	2.31	2.705	3.306	4.144	5.248	6.645	8.36	10.416	12.834	15.633	18.83	22.44	26.476	30.949	35.868	41.24	47.07	53.361	60.314	67.729	75.606	83.945	92.746	102.009	111.734	121.921	132.57	143.681	155.254	167.289	179.786	192.745	206.166	220.049	234.394	249.201	264.47	280.201	296.394	313.049	330.166	347.745	365.786	384.289	403.254	422.681	442.57	462.921	483.734	505.009	526.746	548.945	571.606	594.729	618.314	642.361	666.87	691.841	717.274	743.169	769.526	796.345	823.626	851.369	879.574	908.241	937.37	966.961	997.014	1027.529	1058.506	1089.945	1121.846	1154.209	1187.034	1220.321	1254.07	1288.281	1322.954	1358.089	1393.686	1429.745	1466.266	1503.249	1540.694	1578.601	1616.97	1655.801	1695.094	1734.849	1775.066	1815.745	1856.886	1898.489	1940.554	1983.081
2.2	2.122	2.109	2.202	2.44	2.86	3.497	4.384	5.552	7.03	8.845	11.022	13.584	16.552	19.945	23.78	28.072	32.834	38.077	43.81	50.04	56.772	64.009	71.952	80.401	89.356	98.817	108.784	119.257	130.236	141.721	153.712	166.209	179.212	192.721	206.736	221.257	236.284	251.817	267.856	284.401	301.452	319.009	337.072	355.641	374.716	394.297	414.384	434.977	456.076	477.681	499.792	522.409	545.532	569.161	593.296	617.937	643.084	668.737	694.896	721.561	748.732	776.409	804.592	833.281	862.476	892.177	922.384	953.097	984.316	1016.041	1048.272	1081.009	1114.252	1148.001	1182.256	1217.017	1252.284	1288.057	1324.336	1361.121	1398.412	1436.209	1474.512	1513.321	1552.636	1592.457	1632.784	1673.617	1714.956	1756.801	1799.152	1842.009	1885.372	1929.241	1973.616	2018.497	2063.884	2109.777	2156.176
2.3	2.223	2.214	2.316	2.57	3.015	3.688	4.624	5.856	7.415	9.33	11.628	14.334	17.471	21.06	25.12	29.668	34.719	40.286	46.38	53.01	60.183	67.904	76.176	85.2	94.776	104.904	115.584	126.816	138.6	150.936	163.824	177.264	191.256	205.8	220.896	236.544	252.744	269.496	286.8	304.656	323.064	342.024	361.536	381.6	402.216	423.384	445.104	467.376	490.2	513.576	537.504	561.984	587.016	612.6	638.736	665.424	692.664	720.456	748.8	777.696	807.144	837.144	867.696	898.8	930.456	962.664	995.424	1028.736	1062.6	1097.016	1131.984	1167.504	1203.576	1240.2	1277.376	1315.104	1353.384	1392.216	1431.6	1471.536	1512.024	1553.064	1594.656	1636.8	1679.496	1722.744	1766.544	1810.896	1855.8	1901.256	1947.264	1993.824	2040.936	2088.6	2136.816	2185.584	2234.904	2284.776	2335.2
2.4	2.324	2.319	2.43	2.7	3.17	3.879	4.864	6.16	7.8	9.815	12.234	15.084	18.39	22.175	26.46	31.264	36.604	42.495	48.95	55.98	63.594	71.799	80.6	90	100.2	111	122.4	134.4	147	160.2	174	188.4	203.4	219	235.2	252	269.4	287.4	306	325.2	345	365.4	386.4	408	430.2	453	476.4	500.4	525	550.2	576	602.4	629.4	657	685.2	714	743.4	773.4	804	835.2	867	899.4	932.4	966	1000.2	1035	1070.4	1106.4	1143	1180.2	1218	1256.4	1295.4	1335	1375.2	1416	1457.4	1499.4	1542	1585.2	1629	1673.4	1718.4	1764	1810.2	1857	1904.4	1952.4	2001	2050.2	2100	2150.4	2201.4	2253	2305.2	2358	2411.4	2465.4	2520
2.5	2.425	2.424	2.544	2.83	3.325	4.07	5.104	6.464	8.185	10.3	12.84	15.834	19.309	23.29	27.8	32.86	38.489	44.704	51.52	58.95	67.005	75.694	85.024	95	105.625	117.1	129.225	142	155.425	169.5	184.225	199.6	215.625	232.3	249.625	267.6	286.225	305.5	325.425	346	367.225	389.1	411.625	434.8	458.625	483.1	508.225	534	560.425	587.5	615.225	643.6	672.625	702.3	732.625	763.6	795.225	827.5	860.425	894	928.225	963.1	998.625	1034.8	1071.625	1109.1	1147.225	1186	1225.425	1265.5	1306.225	1347.6	1389.625	1432.3	1475.625	1519.6	1564.225	1609.5	1655.425	1702	1749.225	1797.1	1845.625	1894.8	1944.625	1995.1	2046.225	2098	2150.425	2203.5	2257.225	2311.6	2366.625	2422.3	2478.625	2535.6	2593.225	2651.5	2710.425
2.6	2.526	2.529	2.658	2.96	3.48	4.261	5.344	6.768	8.57	10.785	13.446	16.584	20.228	24.405	29.14	34.456	40.374	46.913	54.09	61.92	70.416	79.589	89.448	100	111.25	123.201	136.054	149.609	163.866	178.825	194.486	210.849	227.914	245.681	264.15	283.321	303.194	323.769	345.046	367.025	389.706	413.089	437.174	461.961	487.45	513.641	540.534	568.129	596.426	625.425	655.126	685.529	716.634	748.441	780.95	814.161	848.074	882.689	918.006	954.025	990.746	1028.169	1066.294	1105.121	1144.65	1184.881	1225.814	1267.449	1309.786	1352.825	1396.566	1441.009	1486.154	1532.001	1578.55	1625.801	1673.754	1722.409	1771.766	1821.825	1872.586	1924.049	1976.214	2029.081	2082.65	2136.921	2191.894	2247.569	2303.946	2361.025	2418.806	2477.289	2536.474	2596.361	2656.95	2718.241	2780.234	2842.929	2906.326
2.7	2.627	2.634	2.772	3.09	3.635	4.452	5.584	7.072	8.955	11.27	14.052	17.334	21.147	25.52	30.48	36.052	42.259	49.122	56.66	64.89	73.827	83.484	93.872	105	116.875	129.502	142.884	157.222	172.316	188.166	204.772	222.134	240.252	259.126	278.756	299.142	320.284	342.182	364.836	388.246	412.412	437.334	463.012	489.446	516.636	544.582	573.284	602.742	632.956	663.926	695.652	728.134	761.372	795.366	830.116	865.622	901.884	938.902	976.676	1015.206	1054.492	1094.534	1135.332	1176.886	1219.196	1262.262	1306.084	1350.662	1395.996	1442.086	1488.932	1536.534	1584.892	1634.006	1683.876	1734.502	1785.884	1838.022	1890.916	1944.566	1998.972	2054.134	2110.052	2166.726	2224.156	2282.342	2341.284	2400.982	2461.436	2522.646	2584.612	2647.334	2710.812	2775.046	2840.036	2905.782	2972.284	3039.542	3107.556
2.8	2.728	2.739	2.886	3.22	3.79	4.643	5.824	7.376	9.34	11.755	14.658	18.084	22.066	26.635	31.82	37.648	44.144	51.331	59.23	67.86	77.238	87.379	98.296	110	122.5	135.803	149.914	164.836	180.77	197.516	215.074	233.444	252.626	272.62	293.426	315.044	337.474	360.716	384.77	409.636	435.314	461.804	489.106	517.22	546.146	575.884	606.434	637.796	669.97	702.956	736.754	771.364	806.786	843.02	880.066	917.924	956.594	996.076	1036.37	1077.476	1119.394	1162.124	1205.666	1250.02	1295.186	1341.164	1387.954	1435.556	1483.97	1533.196	1583.234	1634.084	1685.746	1738.22	1791.506	1845.604	1900.514	1956.236	2012.77	2070.116	2128.274	2187.244	2247.026	2307.62	2369.026	2431.244	2494.274	2558.116	2622.77	2688.236	2754.514	2821.604	2889.506	2958.22	3027.746	3098.084	3169.234	3241.196	3313.97
2.9	2.829	2.844	3	3.35	3.945	4.834	6.064	7.68	9.725	12.24	15.264	18.834	22.985	27.75	33.16	39.244	46.029	53.54	61.8	70.83	80.649	91.274	102.72	115	128.125	142.104	156.944	172.65	189.225	206.87	225.385	244.77	265.025	286.15	308.145	331.01	354.745	379.35	404.825	431.17	458.385	486.47	515.425	545.25	575.945	607.51	639.945	673.25	707.425	742.47	778.385	815.17	852.825	891.35	930.745	971.01	1012.145	1054.15	1097.025	1140.77	1185.385	1230.87	1277.225	1324.45	1372.545	1421.51	1471.345	1522.05	1573.625	1626.07	1679.385	1733.57	1788.625	1844.55	1901.345	1959.01	2017.545	2076.95	2137.225	2198.37	2260.385	2323.27	2387.025	2451.65	2517.145	2583.51	2650.745	2718.85	2787.825	2857.67	2928.385	2999.97	3072.425	3145.75	3219.945	3295.01	3370.945	3447.75	3525.425
3	2.93	2.949	3.114	3.48	4.1	5.025	6.304	7.984	10.11	12.725	15.87	19.584	23.904	28.865	34.5	40.84	47.914	55.749	64.37	73.8	84.06	95.169	107.144	120	133.75	148.405	163.974	180.464	197.88	216.225	235.7	256.105	277.44	299.705	322.9	347.025	372.08	398.065	424.98	452.825	481.6	511.305	541.94	573.505	606	639.425	673.78	709.065	745.28	782.425	820.5	859.505	899.44	940.305	982.1	1024.825	1068.48	1113.065	1158.58	1205.025	1252.4	1300.705	1349.94	1400.105	1451.2	1503.225	1556.18	1610.065	1664.88	1720.625	1777.3	1834.905	1893.44	1952.905	2013.3	2074.625	2136.88	2200.065	2264.18	2329.225	2395.2	2462.105	2529.94	2598.705	2668.4	2739.025	2810.58	2883.065	2956.48	3030.825	3106.1	3182.305	3259.44	3337.505	3416.5	3496.425	3577.28	3659.065	3741.78
3.1	3.031	3.054	3.228	3.61	4.255	5.216	6.544	8.288	10.495	13.21	16.476	20.334	24.823	29.98	35.84	42.436	49.799	57.958	66.94	76.77	87.471	99.064	111.568	125	139.375	154.706	171.004	188.278	206.535	225.78	246.016	267.444	289.864	313.276	337.68	363.076	389.464	416.844	445.216	474.58	504.936	536.284	568.624	601.956	636.28	671.596	707.904	745.204	783.496	822.78	863.056	904.324	946.584	989.836	1034.08	1079.316	1125.544	1172.764	1220.976	1270.18	1320.376	1371.564	1423.744	1476.916	1531.08	1586.236	1642.384	1699.524	1757.656	1816.78	1876.896	1938.004	2000.104	2063.196	2127.28	2192.356	2258.424	2325.484	2393.536	2462.58	2532.616	2603.644	2675.664	2748.676	2822.68	2897.676	2973.664	3050.644	3128.616	3207.58	3287.536	3368.484	3450.424	3533.356	3617.28	3702.196	3788.104	3875.004	3962.896
3.2	3.132	3.159	3.342	3.74	4.41	5.407	6.784	8.592	10.88	13.695	17.082	21.084	25.742	31.095	37.18	44.032	51.684	60.167	69.51	79.74	90.882	102.959	115.992	130	145	161.007	178.034	196.092	215.19	235.335	256.532	278.784	302.292	326.856	352.476	379.152	406.884	435.672	465.516	496.416	528.372	561.384	595.452	630.576	666.756	703.992	742.284	781.632	822.036	863.496	906.012	949.584	994.212	1039.896	1086.636	1134.432	1183.284	1233.192	1284.156	1336.176	1389.252	1443.384	1498.572	1554.816	1612.116	1670.472	1729.884	1790.352	1851.876	1914.456	1978.092	2042.784	2108.532	2175.336	2243.196	2312.112	2382.084	2453.112	2525.196	2598.336	2672.532	2747.784	2824.092	2901.456	2979.876	3059.352	3139.884	3221.472	3304.116	3387.816	3472.572	3558.384	3645.252	3733.176	3822.156	3912.192	4003.284	4095.432	4188.636
